Origin,Exact source,Cell_Type,Geneset_Enrichment,hs_protein,hs_gene,hs.total.genes,mm_protein,mm_gene,mm.total.genes,DOI
GOBP,GO:0050852,T cell,GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY,,ADA;BTNL10P;BTN3A3;BTN2A2;RBCK1;KHDRBS1;CD226;MALT1;BTNL3;LILRB4;BTN3A2;BTN3A1;BTN2A1;CD160;HHLA2;CD300A;ERMAP;SPPL3;CCR7;CRKL;CSK;RC3H1;CTLA4;BTNL9;DENND1B;DUSP3;EIF2B1;ELF1;FYB2;FCHO1;RFTN1;ICOSLG;ABL1;FYB1;FYN;PRKD2;PTPN22;GATA3;GBP1;TNFRSF21;TRDC;TRBC2;TRBC1;TRAC;PHPT1;STOML2;HLA-A;HLA-DPB1;HLA-DQB1;HLA-DRB1;HLA-DRB3;HRAS;IKBKB;INPP5D;ITK;KCNN4;THEMIS;LCK;LCP2;LGALS3;SH2D1A;MOG;PAWR;TRAT1;FOXP3;PDE4B;PDE4D;PIK3CA;PIK3CD;UBASH3A;PLCG1;PLCG2;RC3H2;BTN2A3P;LIME1;RNF31;MAPK1;PRNP;BTNL2;PSEN1;DUSP22;PTPN2;PTPN6;PTPRC;PTPRJ;NECTIN2;RELA;RPS3;CEACAM1;NFKBIZ;SHB;WNK1;BRAF;STK11;MAP3K7;BTK;BTN1A1;TRGC1;TRGC2;TEC;THY1;TRAF6;TXK;UBE2N;EZR;ZAP70;LAPTM5;CACNB3;CACNB4;PVRIG;VTCN1;BTNL8;ZC3H12A;CD276;PRAM1;SLA2;CARD11;NFKBID;IKBKG;DGKZ;SKAP1;CBLB;RIPK2;EIF2B4;EIF2B3;EIF2B2;EIF2B5;BCL10;RAB29;CD3D;CD3E;CD3G;CD247;CD8A;CD8B;CD28;THEMIS2;BCAR1;CD81;TESPA1,140,,,,
GOBP,GO:0045058,T cell,GOBP_T_CELL_SELECTION,,BATF;SLAMF6;CCR7;IL23R;CTSL;ZFPM1;DOCK2;MTOR;GATA3;GLI3;TBX21;AIRE;IL6;IL6R;IL12B;IL12RB1;IL15;IRF4;ITPKB;JAG2;RHOA;THEMIS;LY9;FOXP3;IL23A;PTPN2;PTPRC;BCL2;SHH;BCL11B;SPN;SRF;BRAF;STAT3;STAT6;STK11;SYK;ZAP70;CARD11;FOXN1;LOXL3;TNFSF18;CD1D;CD3D;CD3E;CD3G;CD4;CD28;ATG5;CD74;TOX,51,,,,
GOBP,GO:0002517,T cell,GOBP_T_CELL_TOLERANCE_INDUCTION,,LILRB2;LILRB4;CLC;PHLPP1;ICOS;HLA-B;HLA-G;AIRE;IL2RA;IDO1;FOXP3;TGFBR2;ITCH;CBLB;CD3E,15,,,,
GOBP,GO:0061470,T cell,GOBP_T_FOLLICULAR_HELPER_CELL_DIFFERENTIATION,,RC3H1;GPR183;FOXP1;IL6;RC3H2;IL21,6,,,,
GOBP,GO:0072539,T cell,GOBP_T_HELPER_17_CELL_DIFFERENTIATION,,BATF;MALT1;SLAMF6;RC3H1;IL23R;TBX21;IL2;IL4;IL6;IL6R;IL12B;IL12RB1;IRF4;JUNB;LY9;MIR21;SMAD7;FOXP3;ZBTB7B;IL23A;RC3H2;ENTPD7;RORA;RORC;NFKBIZ;STAT3;ZC3H12A;LOXL3;NFKBID;TNFSF18,30,,,,
GOBP,GO:0072540,T cell,GOBP_T_HELPER_17_CELL_LINEAGE_COMMITMENT,,BATF;SLAMF6;IL23R;TBX21;IL6;IL6R;IL12B;IL12RB1;IRF4;LY9;IL23A;STAT3;LOXL3;TNFSF18,14,,,,
GOBP,GO:0072538,T cell,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE,,BATF;TRAF3IP2;ARID5A;MALT1;SLAMF6;RC3H1;IL23R;EPHB2;IL17RA;TBX21;NLRP10;IL2;IL4;IL6;IL6R;IL12B;IL12RB1;IRF4;JAK2;JUNB;LY9;MIR21;SMAD7;NOTCH1;FOXP3;ZBTB7B;IL23A;PHB1;RC3H2;PRKCQ;ENTPD7;RORA;RORC;CARD9;NFKBIZ;CLEC7A;STAT3;TYK2;ZC3H12A;LOXL3;NFKBID;TNFSF18;CLEC6A;IL27RA,44,,,,
GOBP,GO:0035744,T cell,GOBP_T_HELPER_1_CELL_CYTOKINE_PRODUCTION,,ARID5A;TBX21;IL1B;IL1R1;IL18;XCL1;SLAMF1;IL18R1,8,,,,
GOBP,GO:0045063,T cell,GOBP_T_HELPER_1_CELL_DIFFERENTIATION,,IL27;MTOR;TMEM98;TBX21;ANXA1;HLX;HMGB1;IL4R;JAK3;LEF1;RELB;CCL19;SEMA4A;NFKBIZ;SPN;STAT6;TNFSF4;RIPK2;IL18R1;CD80;SOCS5,21,,,,
GOBP,GO:0042088,T cell,GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE,,IL18BP;EBI3;ARID5A;IL23R;IL27;MTOR;TMEM98;TBX21;ANXA1;HLA-DRB1;HLX;HMGB1;HRAS;NLRP10;IL1B;IL1R1;IL4R;IL12B;IL12RB1;IL18;JAK3;LEF1;IL23A;PLA2G4A;RELB;BCL3;CCL19;XCL1;SEMA4A;NFKBIZ;SLAMF1;SLC11A1;SPN;STAT6;TLR4;TRAF6;TNFSF4;CCR2;HAVCR2;RIPK2;IL18R1;IL33;IL1RL1;CD80;IL27RA;SOCS5,46,,,,
GOBP,GO:0035745,T cell,GOBP_T_HELPER_2_CELL_CYTOKINE_PRODUCTION,,NLRP3;DENND1B;GATA3;TBX21;IFNA2;IFNB1;IL4;IL6;ARG1;PRKCZ;XCL1;RSAD2;CD81,13,,,,
GOBP,GO:0045064,T cell,GOBP_T_HELPER_2_CELL_DIFFERENTIATION,,BATF;NLRP3;GATA3;ANXA1;HLX;IL4;IL4R;IL18;MEN1;KMT2A;MYB;PRKCZ;RARA;BCL3;BCL6;TNFSF4;CD86;SOCS5,18,,,,
GOBP,GO:0002295,T cell,GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT,,BATF;SLAMF6;IL23R;ZFPM1;MTOR;TBX21;IL6;IL6R;IL12B;IL12RB1;IRF4;LY9;IL23A;SPN;STAT3;STAT6;LOXL3;TNFSF18,18,,,,
KEGG,hsa04612,T cell,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,,PSME3;IFI30;KIR3DL3;CREB1;CTSB;CTSL;CTSS;PDIA3;HLA-A;HLA-B;HLA-C;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DOB;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQA2;HLA-DQB1;HLA-DRA;HLA-DRB1;HLA-DRB3;HLA-DRB4;HLA-DRB5;HLA-E;HLA-F;HLA-G;HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA4;HSPA5;HSPA6;HSPA8;HSP90AA1;HSP90AB1;IFNA1;IFNA2;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA21;KIR2DL1;KIR2DL2;KIR2DL3;KIR2DL4;KIR2DS1;KIR2DS3;KIR2DS4;KIR2DS5;KIR3DL1;KIR3DL2;KLRC1;KLRC2;KLRC3;KLRD1;LTA;CIITA;NFYA;NFYB;NFYC;LGMN;B2M;PSME1;PSME2;KIR2DL5A;RFX5;RFXAP;TAP1;TAP2;TAPBP;CALR;CANX;KLRC4;RFXANK;CD4;CD8A;CD8B;CD74,89,,,,
REACTOME,R-HSA-6783783,T cell,REACTOME_INTERLEUKIN_10_SIGNALING,,TNFRSF1B;TNFRSF1A;PTGS2;CXCL2;ICAM1;TIMP1;CCL22;FCER2;TYK2;CSF3;CCL2;IL10RA;IL12B;CD86;IL1A;CCL20;IL1R2;IL1R1;CD80;CCR2;IL1B;LIF;IL6;IL10;IL1RN;IL18;CCR5;JAK1;CXCL1;CCR1;CSF2;STAT3;IL12A;CXCL10;PTAFR;CXCL8;FPR1;CCL19;CSF1;TNF;TNF;TNF;TNF;TNF;TNF;TNF;IL10RB;CCL5;CCL3;CCL5;CCL4;CCL4;CCL3L1;CCL3L3;CCL3;CCL3L3;CCL3L3;CCL4;CCL3,46,,,,
REACTOME,R-HSA-9020591,T cell,REACTOME_INTERLEUKIN_12_SIGNALING,,RALA;CNN2;CDC42;IL12RB2;RPLP0;JAK2;IL12RB1;MTAP;PSME2;TYK2;AIP;IFNG;HSPA9;IL12B;LMNB1;CAPZA1;TCP1;HNRNPA2B1;VAMP7;RAP1B;SNRPA1;CA1;LCP1;IL10;STAT4;SOD1;ARF1;MSN;GSTO1;PDCD4;HNRNPDL;JAK1;IL12A;BOLA2B;HNRNPF;CFL1;PITPNA;TALDO1;PAK2;ANXA2;BOLA2;P4HB;PPIA;SERPINB2;MIF;GSTA2;MIF;PSME2;SOD2,47,,,,
REACTOME,R-HSA-8983432,T cell,REACTOME_INTERLEUKIN_15_SIGNALING,,GAB2;IL2RB;SOS2;JAK3;SOS1;STAT5A;IL15RA;IL2RG;SHC1;JAK1;IL15;STAT3;STAT5B;GRB2,14,,,,
REACTOME,R-HSA-448424,T cell,REACTOME_INTERLEUKIN_17_SIGNALING,,MAP2K3;MAPK9;CUL1;TAB2;IL17RB;MAP2K4;MEF2A;RPS6KA2;FBXW11;MAP2K7;MEF2C;MAPK1;TAB1;RPS6KA5;MAPK3;RIPK2;IKBKB;PPP2CB;VRK3;PPP2R1A;NOD1;MAPK8;MAP3K8;DUSP3;MAP2K6;NFKB1;MAPK10;MAPK14;IL17A;IL17F;PPP2R5D;SKP1;PPP2CA;MAPKAPK3;ATF2;RPS6KA1;CREB1;DUSP4;ATF1;IL17C;ELK1;IRAK2;MAP3K7;PPP2R1B;DUSP6;RPS27A;UBC;TAB3;MAPKAPK2;IL17RE;IL17RC;DUSP7;IL25;BTRC;MAPK7;NOD2;TNIP2;MAP2K1;UBB;FOS;TRAF6;RPS6KA3;JUN;IL17RA;UBE2N;IRAK1;MAPK11;CHUK;UBA52;UBE2V1;IKBKG;RPS6KA1,71,,,,
REACTOME,R-HSA-6785807,T cell,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,,AKT1;ALOX15;ALOX5;ANXA1;BATF;BCL2;BCL2L1;BCL6;BIRC5;CCL11;CCL2;CCL22;CCND1;CD36;CDKN1A;CEBPD;COL1A2;CXCL8;F13A1;FASLG;FCER2;FGF2;FN1;FOS;FOXO1;FOXO3;FSCN1;GATA3;HGF;HIF1A;HMOX1;HSP90AA1;HSP90B1;HSPA8;ICAM1;IGHE;IGHG1;IGHG4;IL10;IL12A;IL12B;IL13;IL13RA1;IL13RA2;IL17A;IL17F;IL18;IL1A;IL1B;IL23A;IL23R;IL2RG;IL4;IL4R;IL6;IL6R;IRF4;ITGAM;ITGAX;ITGB1;ITGB2;JAK1;JAK2;JAK3;JUNB;LAMA5;LBP;LCN2;LIF;MAOA;MCL1;MMP1;MMP2;MMP3;MMP9;MUC1;MYC;NANOG;NDN;NOS2;OPRD1;OPRM1;OSM;PIK3R1;PIM1;POMC;POU2F1;PTGS2;RHOU;RORA;RORC;S1PR1;SAA1;SOCS1;SOCS3;SOCS5;SOX2;STAT1;STAT3;STAT6;TGFB1;TIMP1;TNF;TNFRSF1B;TP53;TWIST1;TYK2;VCAM1;VEGFA;VIM;ZEB1,111,,,,
REACTOME,R-HSA-1059683,T cell,REACTOME_INTERLEUKIN_6_SIGNALING,,JAK2;TYK2;CBL;STAT1;IL6ST;IL6;IL6R;JAK1;STAT3;PTPN11;SOCS3,11,,,,
KEGG,hsa04650,T cell,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,,VAV3;NFAT5;HCST;CHP1;SH2D1B;RAET1E;CSF2;RAET1L;PTK2B;FCER1G;FCGR3A;FCGR3B;KLRK1;PIK3R5;FYN;SHC2;NCR3;LAT;GRB2;GZMB;HLA-A;HLA-B;HLA-C;HLA-E;HLA-G;HRAS;ICAM1;ICAM2;IFNA1;IFNA2;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA21;IFNAR1;IFNAR2;IFNB1;IFNG;IFNGR1;IFNGR2;RAET1G;FAS;FASLG;ITGAL;ITGB2;ARAF;KIR2DL1;KIR2DL2;KIR2DL3;KIR2DL4;KIR2DS1;KIR2DS3;KIR2DS4;KIR2DS5;KIR3DL1;KIR3DL2;KLRC1;KLRC2;KLRC3;KLRD1;KRAS;LCK;LCP2;SHC4;SH2D1A;MICA;MICB;NFATC1;NFATC2;NFATC3;NFATC4;NRAS;PAK1;CD244;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PIK3R1;PIK3R2;PLCG1;SHC3;PLCG2;PPP3CA;PPP3CB;PPP3CC;PPP3R1;PPP3R2;PRF1;PRKCA;PRKCB;PRKCG;MAPK1;MAPK3;MAP2K1;MAP2K2;KIR2DL5A;PTPN6;PTPN11;RAC1;RAC2;RAC3;RAF1;BID;CHP2;SH3BP2;SHC1;SOS1;SOS2;BRAF;SYK;TNF;TYROBP;VAV1;VAV2;ZAP70;ULBP3;ULBP2;ULBP1;CASP3;PIK3R3;TNFSF10;TNFRSF10D;TNFRSF10C;TNFRSF10B;TNFRSF10A;CD247;NCR2;NCR1;CD48,137,,,,
REACTOME,R-HSA-1266695,T cell,REACTOME_INTERLEUKIN_7_SIGNALING,,HGF;IL7;JAK3;PIK3R2;CISH;PIK3R3;SOCS2;STAT5A;SMARCA4;PIK3R1;TSLP;IL2RG;JAK1;RAG1;STAT3;IL7R;IRS1;STAT5B;RAG2;H3C13;SOCS1;BRWD1;IRS2;H3C12;H3C4;H3C14;H3C15;CRLF2;H3C8;H3C6;H3C11;H3C1;H3C7;H3C10;H3C2;H3C3,36,,,,
REACTOME,R-HSA-8985947,T cell,REACTOME_INTERLEUKIN_9_SIGNALING,,JAK3;STAT1;IL9R;STAT5A;IL9;IL2RG;JAK1;STAT3;STAT5B,9,,,,
C8,M41686,T cell,TRAVAGLINI_LUNG_NATURAL_KILLER_CELL,,ABHD17A;ABI3;ADGRG1;AKNA;AKR1C3;ANKRD20A11P;AOAH;APMAP;APOBEC3G;AREG;ARL4C;ARPC2;B2M;BIN2;BPGM;C12orf75;C1orf21;IRF1-AS1;CALM1;CCDC107;CCL5;CD160;CD244;CD247;CD300A;CD7;CEP78;CHST12;CHST2;CLEC2B;CLIC3;CMC1;CNOT6L;CST7;CTSW;CX3CR1;DDIT4;DHRS3;DHRS7;DTHD1;DUSP2;EBP;EFHD2;ETS1;F2R;FCGR3A;FCRL6;FGFBP2;FKBP11;GFOD1;GIMAP7;GNG2;GNLY;GPR65;GSAP;GYPC;GZMA;GZMB;GZMH;GZMM;HAVCR2;HDDC2;HLA-C;HOPX;HSH2D;ID2;IFITM1;IGFBP7;IL2RB;IL2RG;ISG20;ITGAL;ITGB2;KLRB1;KLRC1;KLRC2;KLRC3;KLRD1;KLRF1;LITAF;MAPK1;MAPRE2;MATK;MYBL1;MYOM2;NCALD;NKG7;NMUR1;OSBPL5;OSTF1;PFN1;PIP4K2A;PLAC8;PPP2R5C;PRDM1;PRF1;PRKCH;PRSS23;PTGDR;PTPN4;PYHIN1;RAC2;RAP1B;PLAAT4;RASSF1;RHOC;RUNX3;S1PR5;SAMD3;SELPLG;SH2D1B;SH2D2A;SIGLEC7;SLA2;SLAMF7;SLC9A3R1;SPN;SPON2;SYNE1;SYTL3;TBX21;TFDP2;TIGIT;TMIGD2;TPST2;TTC38;TXK;UBB;USP28;YPEL1;ZAP70;ZBTB16,132,,,,
C8,M41685,T cell,TRAVAGLINI_LUNG_NATURAL_KILLER_T_CELL,,B2M;CD69;CD7;CRTAM;CTSW;CXCR3;CXCR4;DUSP2;GATA3;GNLY;GZMB;HLA-C;HOPX;ID2;IL2RB;ITGA1;KLRC1;KLRC2;KLRC3;KLRD1;KRT81;KRT86;MYL12A;NKG7;PRF1;RGS1;SH2D1B;SLA2;SOCS1;TNFRSF18;XCL1;XCL2;XIST;ZNF683,34,,,,
C8,M39306,T cell,CUI_DEVELOPING_HEART_C9_B_T_CELL,,ACAP1;ADGRE5;ARHGAP15;ARHGAP9;ARHGDIB;ARHGEF1;ARL4C;ARPC1B;BIN2;BTG1;CCL5;CCND3;CD247;CD37;CD3D;CD3E;CD3G;CD44;CD48;CD52;CD53;CD69;CD7;CD96;CDC42SE2;CLEC2B;CLEC2D;CLK1;CNOT6L;CORO1A;COTL1;CST7;CTSW;CXCR4;CYTIP;DEDD2;DENND2D;DNAJB1;DUSP2;ELF1;ETS1;EVL;FAM107B;CYRIB;RIPOR2;FCER1G;FCMR;FXYD5;FYB1;GIMAP4;GIMAP7;GMFG;GNG2;GPR183;GPR65;GPSM3;GZMA;HCLS1;HCST;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-H;ARHGAP45;IFITM1;IFITM2;IL16;IL2RB;IL2RG;IL32;IL7R;IRF1;ISG15;ISG20;ITGAL;ITGB2;ITK;JAK1;JUNB;KLRB1;KLRD1;LAPTM5;LAT;LCK;LCP1;LEF1;LEPROTL1;LIMD2;LINC00861;LITAF;LPXN;LSP1;LTB;NFKBIA;NKG7;OSTF1;PABPC1;PDCD4;PIK3IP1;PIM2;PIP4K2A;PLAC8;PRF1;PRKCH;PSMB9;PTGER4;PTPN22;PTPRC;PTPRCAP;PVRIG;RAC2;PLAAT4;RGCC;RGS1;RHOH;RNF166;RNF213;RUNX3;SAMD3;SAMSN1;SARAF;SASH3;SATB1;SELL;SEPTIN1;SEPTIN6;SH2D1A;SH3KBP1;SKAP1;SLC2A3;SLC9A3R1;SPOCK2;SRGN;STK17B;STK4;TAGAP;TAPBP;TBC1D10C;TCF7;TMC8;TMIGD2;TNFAIP3;TSC22D3;TUBA4A;TXK;TXNIP;UCP2;WIPF1;YPEL5;ZAP70;ZFP36;ZFP36L2;ZNF331,155,,,,
C8,M40192,T cell,DESCARTES_FETAL_HEART_EPICARDIAL_FAT_CELLS,,CFTR;FMO1;HSD17B6;CDH3;CDON;SLC4A4;LRP2;TGM1;SLC7A4;BDKRB1;MSLN;HAS1;CA9;NMU;SIM1;UPK1B;EFEMP1;IGFBP5;PRG4;RARRES1;ECRG4;PPP4R4;SFRP5;TNFRSF8;LRAT;ATP7B;DAW1;SLPI;MYRF;C3;LRRN4;CPA4;CHAC1;NXNL2;EPS8L1;C1QL1;GFPT2;KREMEN2;RHPN2;WNT2B;KRT7;SCEL;PTPRQ;CBLN2;GRB7;ABCA12;GADL1;MAL2;FAM83A;CRB2;MKX;PLEKHH2;CPB1;ADAMTS3;NPHS1;PDZK1IP1;UBXN10;CCNYL1;CLDN1;RAET1E;TNFRSF11B;SBSPON;PDZRN4;KLK5;KLK11;GSDMA;PHYHIP;KLK7;GSG1L;RSPO1;BNC1;NRG4;FSHR;MIR31HG;PDZD3;CARNS1;CST6;PRR15;ZFP42;ITLN1;KCTD4;EPGN;KCTD8;FAM110C;WT1;KRT5;FYB2;PLA2G2A;ALKAL2;SPRR2B;C1orf53;NEU4;C21orf62;IGHG4;PRR15-DT;LINC01266;LINC02643;LINC01638;LINC01239;LINC02331;TRHDE-AS1;UPK3B;CFB;SPRR2F;LINC01018;MPPED2-AS1;LOC283299;MKRN9P;CERS3-AS1;LINC00922;ENSG00000268686,111,,,,
C8,M39276,T cell,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD4_T_CELLS,,ACAP1;ARHGDIB;CD2;CD3D;CD3E;CD3G;CD48;CD52;CD69;CLEC2D;CORO1A;CXCR4;FYB1;GMFG;GPR183;HCST;IL32;IL7R;KLRB1;LTB;PTPRC;RORA;RPS29;STK4;TAGAP;TNFAIP3;TRAC;TRBC1;TRBC2;TSC22D3,30,,,,
C8,M39275,T cell,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD8_T_CELLS,,ACAP1;ALOX5AP;ARHGDIB;ARL4C;BTG1;CCL4;CCL4L2;CCL5;CD2;CD3D;CD3E;CD3G;CD48;CD52;CD69;CD7;CD8A;CD8B;CD96;CKLF;CLEC2D;CORO1A;CST7;CTSW;CXCR4;CXCR6;CYTIP;DUSP2;EVL;FYB1;GMFG;GZMA;GZMM;HCST;HOPX;ID2;IL2RG;IL32;IL7R;JAML;KLRB1;KLRC1;LAPTM5;LCK;LCP1;LEPROTL1;LINC01871;LSP1;NKG7;PTGER4;PTPN22;PTPRC;RAC2;RGS1;RORA;RUNX3;SAMSN1;SH3BGRL3;STK17A;STK17B;STK4;SYTL3;TAGAP;TBC1D10C;TMSB4X;TNFAIP3;TRAC;TRAF3IP3;TRBC1;TRBC2;TRGC2;TSC22D3;ZFP36L2,73,,,,
C8,M39047,T cell,FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL,,ABRACL;ACAP1;ACTN1;ADD3;TLE5;JAML;ANXA1;APRT;ARHGAP15;ARHGDIB;ARHGEF1;ARL4C;BTN3A2;C16orf54;CAMK4;MCUB;CCND3;CCR7;CD2;CD27;CD3D;CD3E;CD3G;CD40LG;CD44;CD48;CD5;CD52;CD6;CD69;CD7;CD96;CDC42SE2;CHI3L2;CIB1;CLEC2D;CNN2;CORO1A;CRIP1;CXCR4;CYFIP2;CYTIP;DENND2D;DGKA;EEF1D;EMP3;EPHX2;ETS1;FAM107B;FAM117B;RIPOR2;FCMR;FGD3;FLT3LG;FXYD5;GBP2;GIMAP4;GIMAP7;GMFG;GPR171;GPSM3;GSTK1;HLA-A;HLA-B;HLA-C;HLA-F;HPGD;ICAM3;ICOS;ID3;IFITM1;IL16;IL27RA;IL2RG;IL32;IL7R;ISG20;ITK;LAT;LCK;LDHB;LDLRAP1;LEF1;LEPROTL1;LIMD2;LIME1;LINC00861;LPIN1;LRRFIP1;LRRN3;LSP1;LTB;LY9;MAL;MTERF4;MYC;MYL12A;NOSIP;NPM1;NSMCE1;OCIAD2;OXNAD1;PCMTD2;PDCD4;PIK3IP1;PIM2;PLAC8;PRKCH;PRKCQ-AS1;PRMT2;PSMB8;PSMB9;PTPRC;PTPRCAP;PVRIG;RAC2;PLAAT4;RCAN3;RGCC;RHOH;RPL13A;RRN3P1;RSL24D1;SAMD3;SATB1;SCML4;SELL;SEPTIN1;SEPTIN6;SEPTIN9;SERINC5;SH2D1A;SKAP1;SMC4;STK17B;STK38;STK4;SYTL1;TAGLN2;TBC1D10C;TC2N;TCF7;TES;TESPA1;THEMIS;TMEM123;TNFAIP3;TNFAIP8;TOB1;TRABD2A;TRAF3IP3;TRAT1;TSC22D3;TSTD1;TUBA4A;TXK;TXNIP;ZAP70,158,,,,
C8,M43616,T cell,GAUTAM_EYE_CHOROID_SCLERA_ACTIVATED_T_CELLS,,ABTB1;ACSL5;ACSS1;AP4B1;APOBEC3D;AQP3;ARID3B;BMAL1;ASF1A;INTS13;ATP2A3;BCL7B;BRD1;TMEM273;C6orf120;CAMK2G;CCM2;CCR5;CD274;CD58;CDC7;CDIP1;CDK5R1;CENPN;CERK;CHD7;CNST;COX18;CRNKL1;CSF2;DBP;DDB2;DDX11;DIAPH1;TEPSIN;ERAP2;FAM136A;FASLG;FCRL6;FERMT3;GIMAP6;GLMN;GPR155;GPR18;GSKIP;HELB;MFSD14CP;H2BC18;IFFO2;IFIH1;IL27RA;PATJ;INO80E;INPP4A;ITFG2;KAT7;KDM2A;KIF2A;KLHDC4;LAIR1;MAEA;MAN2B1;MIAT;MIR155HG;MT-CO1;MTERF4;MTFP1;MXD4;N4BP2;NIPAL3;NKAP;NLRP1;NUBP2;ORC4;TENT4B;PAPOLG;PARP11;PCYT1A;PDCD2;PILRB;CUTALP;PTGDR;PTPN6;RANBP3;RAPGEF6;RGS19;RINL;RNF157;RPL37A;RPL8;SAP30;SIT1;SLAMF1;SLC39A10;SNAI3;SNX10;SNX14;SPATA2L;SPN;SYNRG;SYTL2;TGIF2;THEMIS;TMEM154;TNFSF4;TOMM5;TRIM26;TRIM59;USP12;ZBTB37;ZC3H18;TUT7;ZFAND2B;ZNF266;ZNF276;ZNF431;ZNF721;ZNF836;ZNHIT6,119,,,,
C8,M43625,T cell,GAUTAM_EYE_CORNEA_CYTOTOXIC_T_CELLS,,ABHD16A;ACSL4;COQ8B;ADH7;AGPAT4;AMDHD2;ANKRD54;ANKS3;APLF;ARMC5;ASPM;ATAD2B;ATG7;ATP5MC3;ATP5MG;DMAC2;ATP9B;ATRIP;AUTS2;BAG4;BRMS1L;BTBD8;VPS35L;DNAAF9;C4orf47;C6orf136;RBIS;CASP2;CCDC144A;CCZ1B;CDK19;CEBPZOS;CELSR2;CENPF;CEP152;CEP72;CIDEB;CLASP1;CLIC3;COG7;SLC49A4;DNAJC27;DTYMK;EDC3;EEFSEC;EHHADH;EIF2B1;FABP6;FAM13A;FAM13A-AS1;SLF2;ENTREP3;LRRC75A;DIPK1A;FARS2;FBXL4;FDXACB1;FMO4;FNDC3B;GPATCH2;HAUS4;IDUA;INTS1;ITPK1;DELE1;KIF11;KLHL29;LDB1;LINC00649;LINC00663;LONRF1;MAPKBP1;MATN2;MCOLN2;MDN1;MED25;CSKMT;MLKL;MLYCD;MRRF;MTERF1;NAPEPLD;NF2;NKAIN4;NMU;NUSAP1;NXPE3;OXSM;PCGF1;PCTP;PDGFD;PELP1;PHOSPHO2;PIP5K1C;PLOD3;POLR3C;CAVIN3;PSTK;PTPRE;QRICH1;RAB12;RAB3IP;RAD17;RGS16;RHBDD3;RIN1;RP9;SH2B1;SLC12A9;SLC2A11;SLC35D1;SLFN13;SMYD3;SNIP1;SPTLC3;SRD5A3;STARD4-AS1;SUGP1;TAPT1-AS1;TECPR1;THAP2;THOC6;TM4SF4;TMED8;TOPBP1;TRMT1;TSPYL4;TTL;UBE2O;VRK1;XRCC2;ZBED6;ZC3H11A;ZC3H7B;ZDHHC1;ZFP14;ZFP30;ZNF236;ZNF248;ZNF391;ZNF415;ZNF44;ZNF573;ZNF621;ZNF626;ZNF827;ZNF92;POLR1HASP,148,,,,
C8,M43603,T cell,GAUTAM_EYE_IRIS_CILIARY_BODY_ACTIVATED_T_CELLS,,ABHD3;ADAM19;ADAM8;ANKRD12;ANKRD49;AOAH;ARID5A;ATF7IP;ATP5MG;ATXN1;BTN3A1;VSIR;DGLUCY;METTL26;CYBC1;C9orf78;CAP1;CAPN12;CARD11;MCUB;CCDC85B;CD70;CDC14A;CDC42EP3;CFL1;CHST12;CLIC1;CMPK1;COX4I1;CYFIP2;DDB2;DGKZ;DHRS1;EIF3M;EZR;TENT5C;RIPOR2;FBXW5;FGD3;FLI1;FLT3LG;GLRX;RACK1;GOLGA8A;GOLGA8B;HERPUD2;H1-4;H2AC6;H2BC8;H2BC18;JPT1;HYPK;IL18RAP;IL23A;IL2RB;IPCEF1;IQGAP1;ITGB2-AS1;KLRC4;LINC00426;ATP2B1-AS1;LPIN2;LRRFIP1;MAF;MBNL1;MGAT4A;MYH9;NAP1L4;NIPAL3;NUP210;OCIAD2;ODF2L;OFD1;P2RY10;PATL2;PDE4D;PRKCB;PRMT9;PRPF38B;PSMD13;RASA2;RBL2;RGS19;RNF213;ROCK1;RORA;ZNF778-DT;RPL10A;RPL12;RPL17;RPL35;RPL9;RPS10;RPS23;RPS5;RPS6KA3;S1PR4;SAP30;SFI1;SH2D3A;SH3KBP1;SLAMF1;SLAMF6;SNAP47;SNRNP200;SNRPD2;SPN;SPON2;SRRT;ST3GAL1;SUN2;SYNRG;SYTL1;SYTL2;TCF7;TERF2IP;TMEM71;TNFRSF1B;TNFSF14;TRADD;TRAT1;UBALD2;UBB;UGP2;WHAMM;ZFAND2A;ZFAS1;ZFYVE28,128,,,,
